next,productId,year,month,units,avg,count,max,min,prev,price,color,size,shape,agram,bgram,ygram,zgram
80,163,2017,2,80,80,1,80,80,5,0.06,,,,cartoon,pencil,,sharpeners
165,163,2017,3,80,80,1,80,80,80,0.06,,,,cartoon,pencil,,sharpeners
10,163,2017,4,165,82,2,160,5,80,0.06,,,,cartoon,pencil,,sharpeners
1205,163,2017,5,10,5,2,5,5,165,0.06,,,,cartoon,pencil,,sharpeners
160,163,2017,6,1205,133,9,400,5,10,0.06,,,,cartoon,pencil,,sharpeners
320,163,2017,7,160,80,2,80,80,1205,0.06,,,,cartoon,pencil,,sharpeners
720,163,2017,8,320,80,4,80,80,160,0.06,,,,cartoon,pencil,,sharpeners
360,163,2017,9,720,144,5,240,80,320,0.06,,,,cartoon,pencil,,sharpeners
560,163,2017,10,360,72,5,160,5,720,0.06,,,,cartoon,pencil,,sharpeners
48,164,2017,1,12,12,1,12,12,12,0.06,,,,house,pencil,,sharpener
12,164,2017,2,48,16,3,24,12,12,0.06,,,,house,pencil,,sharpener
120,164,2017,3,12,12,1,12,12,48,0.06,,,,house,pencil,,sharpener
288,164,2017,4,120,60,2,108,12,12,0.06,,,,house,pencil,,sharpener
414,164,2017,6,288,48,6,48,48,120,0.06,,,,house,pencil,,sharpener
768,164,2017,7,414,59,7,144,12,288,0.06,,,,house,pencil,,sharpener
504,164,2017,8,768,384,2,720,48,414,0.06,,,,house,pencil,,sharpener
480,164,2017,9,504,72,7,96,24,768,0.06,,,,house,pencil,,sharpener
242,164,2017,10,480,96,5,288,48,504,0.06,,,,house,pencil,,sharpener
24,165,2017,1,108,27,4,48,12,262,0.39,,,,rattle,snake,,eggs
1,165,2017,2,24,24,1,24,24,108,0.39,,,,rattle,snake,,eggs
2,165,2017,4,1,1,1,1,1,24,0.39,,,,rattle,snake,,eggs
16,165,2017,5,2,1,2,1,1,1,0.39,,,,rattle,snake,,eggs
9,165,2017,6,16,5,3,12,2,2,0.39,,,,rattle,snake,,eggs
4,165,2017,7,9,3,3,4,2,16,0.39,,,,rattle,snake,,eggs
12,165,2017,8,4,1,3,2,1,9,0.39,,,,rattle,snake,,eggs
114,165,2017,9,12,3,4,5,2,4,0.39,,,,rattle,snake,,eggs
110,165,2017,10,114,11,10,48,1,12,0.39,,,,rattle,snake,,eggs
628,166,2017,1,192,38,5,60,12,111,0.21,,,rabbit,pencil,,,eraser
279,166,2017,2,628,157,4,600,2,192,0.21,,,rabbit,pencil,,,eraser
20,166,2017,3,279,25,11,60,3,628,0.21,,,rabbit,pencil,,,eraser
203,166,2017,4,20,6,3,12,1,279,0.21,,,rabbit,pencil,,,eraser
33,166,2017,5,203,67,3,83,60,20,0.21,,,rabbit,pencil,,,eraser
533,166,2017,6,33,6,5,12,2,203,0.21,,,rabbit,pencil,,,eraser
170,166,2017,7,533,106,5,240,18,33,0.21,,,rabbit,pencil,,,eraser
84,166,2017,8,170,42,4,80,10,533,0.21,,,rabbit,pencil,,,eraser
193,166,2017,9,84,16,5,60,2,170,0.21,,,rabbit,pencil,,,eraser
189,166,2017,10,193,27,7,60,2,84,0.21,,,rabbit,pencil,,,eraser
4,167,2017,1,87,29,3,56,3,41,0.21,,,kitty,pencil,,,erasers
99,167,2017,2,4,4,1,4,4,87,0.21,,,kitty,pencil,,,erasers
97,167,2017,3,99,19,5,56,1,4,0.21,,,kitty,pencil,,,erasers
195,167,2017,4,97,32,3,41,28,99,0.21,,,kitty,pencil,,,erasers
220,167,2017,5,195,27,7,54,1,97,0.21,,,kitty,pencil,,,erasers
56,167,2017,7,220,31,7,112,2,195,0.21,,,kitty,pencil,,,erasers
89,167,2017,8,56,28,2,28,28,220,0.21,,,kitty,pencil,,,erasers
131,167,2017,9,89,22,4,30,2,56,0.21,,,kitty,pencil,,,erasers
235,167,2017,10,131,11,11,28,1,89,0.21,,,kitty,pencil,,,erasers
156,168,2017,1,417,59,7,120,1,564,0.21,,,cat,sleeping,,,erasers
555,168,2017,2,156,26,6,45,6,417,0.21,,,cat,sleeping,,,erasers
186,168,2017,3,555,46,12,180,1,156,0.21,,,cat,sleeping,,,erasers
262,168,2017,4,186,31,6,60,6,555,0.21,,,cat,sleeping,,,erasers
236,168,2017,5,262,26,10,42,4,186,0.21,,,cat,sleeping,,,erasers
335,168,2017,6,236,29,8,90,4,262,0.21,,,cat,sleeping,,,erasers
241,168,2017,7,335,37,9,90,5,236,0.21,,,cat,sleeping,,,erasers
315,168,2017,8,241,34,7,60,1,335,0.21,,,cat,sleeping,,,erasers
271,168,2017,9,315,28,11,90,1,241,0.21,,,cat,sleeping,,,erasers
859,168,2017,10,271,24,11,92,1,315,0.21,,,cat,sleeping,,,erasers
32,169,2017,1,56,28,2,28,28,57,0.21,,,,party,time,pencil,erasers
90,169,2017,2,32,16,2,28,4,56,0.21,,,,party,time,pencil,erasers
169,169,2017,3,90,22,4,56,1,32,0.21,,,,party,time,pencil,erasers
115,169,2017,4,169,28,6,56,1,90,0.21,,,,party,time,pencil,erasers
9,169,2017,5,115,23,5,28,3,169,0.21,,,,party,time,pencil,erasers
197,169,2017,6,9,4,2,6,3,115,0.21,,,,party,time,pencil,erasers
143,169,2017,7,197,39,5,113,10,9,0.21,,,,party,time,pencil,erasers
87,169,2017,8,143,28,5,31,28,197,0.21,,,,party,time,pencil,erasers
90,169,2017,9,87,17,5,28,1,143,0.21,,,,party,time,pencil,erasers
163,169,2017,10,90,9,10,56,1,87,0.21,,,,party,time,pencil,erasers
1,171,2017,5,1,1,1,1,1,2,1.25,blue,,,hole,,,punch
2,171,2017,7,1,1,1,1,1,1,1.25,blue,,,hole,,,punch
7,171,2017,9,2,2,1,2,2,1,1.25,blue,,,hole,,,punch
14,172,2017,8,1,1,1,1,1,13,0.85,,,,transparent,acrylic,tape,dispenser
3,172,2017,10,14,4,3,12,1,1,0.85,,,,transparent,acrylic,tape,dispenser
12,173,2017,1,58,14,4,36,4,4,0.19,,,circular,swirly,rubbers,,bag
10,173,2017,3,12,12,1,12,12,58,0.19,,,circular,swirly,rubbers,,bag
36,173,2017,4,10,10,1,10,10,12,0.19,,,circular,swirly,rubbers,,bag
12,173,2017,5,36,36,1,36,36,10,0.19,,,circular,swirly,rubbers,,bag
39,173,2017,6,12,12,1,12,12,36,0.19,,,circular,swirly,rubbers,,bag
7,173,2017,7,39,13,3,36,1,12,0.19,,,circular,swirly,rubbers,,bag
79,173,2017,9,7,2,3,4,1,39,0.19,,,circular,swirly,rubbers,,bag
28,173,2017,10,79,13,6,36,1,7,0.19,,,circular,swirly,rubbers,,bag
108,174,2017,4,108,108,1,108,108,216,0.08,camo,,,stationery,,,
878,174,2017,5,108,108,1,108,108,108,0.08,camo,,,stationery,,,
1246,174,2017,6,878,125,7,324,14,108,0.08,camo,,,stationery,,,
324,174,2017,7,1246,155,8,432,58,878,0.08,camo,,,stationery,,,
456,174,2017,8,324,162,2,216,108,1246,0.08,camo,,,stationery,,,
24,174,2017,9,456,152,3,324,24,324,0.08,camo,,,stationery,,,
20,174,2017,10,24,12,2,20,4,456,0.08,camo,,,stationery,,,
397,176,2017,1,3174,396,8,1440,6,1119,0.39,,,,brocade,ring,,purse
3396,176,2017,2,397,56,7,144,36,3174,0.39,,,,brocade,ring,,purse
496,176,2017,3,3396,308,11,756,12,397,0.39,,,,brocade,ring,,purse
2209,176,2017,4,496,55,9,144,1,3396,0.39,,,,brocade,ring,,purse
2988,176,2017,5,2209,184,12,756,1,496,0.39,,,,brocade,ring,,purse
1799,176,2017,6,2988,271,11,756,14,2209,0.39,,,,brocade,ring,,purse
1486,176,2017,7,1799,128,14,724,1,2988,0.39,,,,brocade,ring,,purse
2153,176,2017,8,1486,114,13,760,36,1799,0.39,,,,brocade,ring,,purse
2399,176,2017,9,2153,195,11,756,29,1486,0.39,,,,brocade,ring,,purse
1056,176,2017,10,2399,171,14,1476,27,2153,0.39,,,,brocade,ring,,purse
48,178,2017,1,6,6,1,6,6,1,0.65,,,flower,origami,,,incense
25,178,2017,4,48,24,2,24,24,6,0.65,,,flower,origami,,,incense
6,179,2017,1,6,6,1,6,6,25,0.85,,,,origami,incense,,candle
1,179,2017,3,6,6,1,6,6,6,0.85,,,,origami,incense,,candle
24,179,2017,4,1,1,1,1,1,6,0.85,,,,origami,incense,,candle
24,179,2017,5,24,24,1,24,24,1,0.85,,,,origami,incense,,candle
10,179,2017,6,24,24,1,24,24,24,0.85,,,,origami,incense,,candle
8,179,2017,7,10,10,1,10,10,24,0.85,,,,origami,incense,,candle
57,179,2017,8,8,8,1,8,8,10,0.85,,,,origami,incense,,candle
94,179,2017,9,57,19,3,24,9,8,0.85,,,,origami,incense,,candle
10,179,2017,10,94,11,8,24,1,57,0.85,,,,origami,incense,,candle
96,180,2017,1,12,12,1,12,12,31,0.85,,,,origami,incense,,candle
6,180,2017,2,96,96,1,96,96,12,0.85,,,,origami,incense,,candle
1,180,2017,3,6,6,1,6,6,96,0.85,,,,origami,incense,,candle
24,180,2017,4,1,1,1,1,1,6,0.85,,,,origami,incense,,candle
48,180,2017,5,24,24,1,24,24,1,0.85,,,,origami,incense,,candle
35,180,2017,6,48,24,2,24,24,24,0.85,,,,origami,incense,,candle
34,180,2017,7,35,11,3,24,1,48,0.85,,,,origami,incense,,candle
37,180,2017,8,34,8,4,24,1,35,0.85,,,,origami,incense,,candle
126,180,2017,9,37,9,4,24,1,34,0.85,,,,origami,incense,,candle
5,180,2017,10,126,11,11,24,1,37,0.85,,,,origami,incense,,candle
1,181,2017,1,6,6,1,6,6,127,0.85,,,,origami,incense,,candl
11,181,2017,2,1,1,1,1,1,6,0.85,,,,origami,incense,,candl
1,181,2017,3,11,5,2,6,5,1,0.85,,,,origami,incense,,candl
26,181,2017,4,1,1,1,1,1,11,0.85,,,,origami,incense,,candl
12,181,2017,6,26,13,2,24,2,1,0.85,,,,origami,incense,,candl
2,181,2017,7,12,6,2,10,2,26,0.85,,,,origami,incense,,candl
10,181,2017,8,2,1,2,1,1,12,0.85,,,,origami,incense,,candl
66,181,2017,9,10,3,3,8,1,2,0.85,,,,origami,incense,,candl
88,181,2017,10,66,7,9,25,1,10,0.85,,,,origami,incense,,candl
6,182,2017,1,8,4,2,6,2,7,0.85,rose,,,origami,incense,,candle
1,182,2017,3,6,6,1,6,6,8,0.85,rose,,,origami,incense,,candle
12,182,2017,6,1,1,1,1,1,6,0.85,rose,,,origami,incense,,candle
49,182,2017,7,12,6,2,10,2,1,0.85,rose,,,origami,incense,,candle
41,182,2017,8,49,16,3,24,1,12,0.85,rose,,,origami,incense,,candle
84,182,2017,9,41,8,5,24,2,49,0.85,rose,,,origami,incense,,candle
145,182,2017,10,84,10,8,24,1,41,0.85,rose,,,origami,incense,,candle
2,184,2017,2,1,1,1,1,1,37,0.85,,,,origami,incense,,cand
1,184,2017,3,2,2,1,2,2,1,0.85,,,,origami,incense,,cand
35,184,2017,6,1,1,1,1,1,2,0.85,,,,origami,incense,,cand
25,184,2017,7,35,11,3,24,1,1,0.85,,,,origami,incense,,cand
34,184,2017,8,25,12,2,24,1,35,0.85,,,,origami,incense,,cand
45,184,2017,9,34,17,2,24,10,25,0.85,,,,origami,incense,,cand
144,184,2017,10,45,6,7,24,1,34,0.85,,,,origami,incense,,cand
96,185,2017,1,108,54,2,96,12,99,0.42,rose,,,origami,,,incense
13,185,2017,2,96,96,1,96,96,108,0.42,rose,,,origami,,,incense
192,185,2017,3,13,6,2,12,1,96,0.42,rose,,,origami,,,incense
12,185,2017,4,192,96,2,96,96,13,0.42,rose,,,origami,,,incense
12,185,2017,5,12,12,1,12,12,192,0.42,rose,,,origami,,,incense
1,186,2017,2,96,96,1,96,96,24,0.42,,,,origami,incense,,cones
5,186,2017,3,1,1,1,1,1,96,0.42,,,,origami,incense,,cones
12,186,2017,4,5,5,1,5,5,1,0.42,,,,origami,incense,,cones
16,186,2017,5,12,12,1,12,12,5,0.42,,,,origami,incense,,cones
108,187,2017,1,606,303,2,600,6,686,0.3,,,,namaste,,,incense
18,187,2017,2,108,27,4,42,12,606,0.3,,,,namaste,,,incense
90,187,2017,3,18,18,1,18,18,108,0.3,,,,namaste,,,incense
102,187,2017,4,90,45,2,72,18,18,0.3,,,,namaste,,,incense
60,187,2017,5,102,25,4,72,6,90,0.3,,,,namaste,,,incense
186,187,2017,6,60,20,3,30,6,102,0.3,,,,namaste,,,incense
37,187,2017,7,186,46,4,72,6,60,0.3,,,,namaste,,,incense
180,187,2017,8,37,9,4,18,1,186,0.3,,,,namaste,,,incense
162,187,2017,9,180,36,5,72,12,37,0.3,,,,namaste,,,incense
120,187,2017,10,162,27,6,72,6,180,0.3,,,,namaste,,,incense
200,189,2017,1,108,54,2,100,8,100,0.1,,,,budah,incense,,holder
60,189,2017,2,200,100,2,100,100,108,0.1,,,,budah,incense,,holder
200,189,2017,3,60,60,1,60,60,200,0.1,,,,budah,incense,,holder
201,189,2017,4,200,200,1,200,200,60,0.1,,,,budah,incense,,holder
1,189,2017,6,201,67,3,100,1,200,0.1,,,,budah,incense,,holder
30,189,2017,7,1,1,1,1,1,201,0.1,,,,budah,incense,,holder
200,189,2017,8,30,30,1,30,30,1,0.1,,,,budah,incense,,holder
200,189,2017,9,200,100,2,100,100,30,0.1,,,,budah,incense,,holder
201,189,2017,10,200,100,2,100,100,200,0.1,,,,budah,incense,,holder
25,190,2017,2,25,25,1,25,25,50,0.21,,,,tranquility,masala,,incense
25,190,2017,3,25,25,1,25,25,25,0.21,,,,tranquility,masala,,incense
25,190,2017,4,25,25,1,25,25,25,0.21,,,,tranquility,masala,,incense
25,190,2017,6,25,25,1,25,25,25,0.21,,,,tranquility,masala,,incense
25,190,2017,7,25,25,1,25,25,25,0.21,,,,tranquility,masala,,incense
25,191,2017,1,50,50,1,50,50,25,0.21,,,,love,potion,masala,incense
25,191,2017,2,25,25,1,25,25,50,0.21,,,,love,potion,masala,incense
50,191,2017,3,25,25,1,25,25,25,0.21,,,,love,potion,masala,incense
25,191,2017,4,50,25,2,25,25,25,0.21,,,,love,potion,masala,incense
25,191,2017,7,25,25,1,25,25,50,0.21,,,,love,potion,masala,incense
100,192,2017,1,75,37,2,50,25,25,0.21,,,fairy,dreams,,,incense
100,192,2017,2,100,50,2,75,25,75,0.21,,,fairy,dreams,,,incense
25,192,2017,3,100,33,3,50,25,100,0.21,,,fairy,dreams,,,incense
50,192,2017,4,25,25,1,25,25,100,0.21,,,fairy,dreams,,,incense
75,192,2017,5,50,25,2,25,25,25,0.21,,,fairy,dreams,,,incense
50,192,2017,6,75,25,3,25,25,50,0.21,,,fairy,dreams,,,incense
75,192,2017,7,50,25,2,25,25,75,0.21,,,fairy,dreams,,,incense
125,192,2017,8,75,25,3,25,25,50,0.21,,,fairy,dreams,,,incense
175,192,2017,9,125,41,3,75,25,75,0.21,,,fairy,dreams,,,incense
125,192,2017,10,175,58,3,100,25,125,0.21,,,fairy,dreams,,,incense
25,193,2017,1,50,50,1,50,50,25,0.21,,,,dragons,blood,,incense
25,193,2017,2,25,25,1,25,25,50,0.21,,,,dragons,blood,,incense
49,193,2017,3,25,25,1,25,25,25,0.21,,,,dragons,blood,,incense
25,193,2017,6,49,24,2,25,24,25,0.21,,,,dragons,blood,,incense
50,193,2017,7,25,25,1,25,25,49,0.21,,,,dragons,blood,,incense
50,193,2017,8,50,25,2,25,25,25,0.21,,,,dragons,blood,,incense
25,193,2017,9,50,25,2,25,25,50,0.21,,,,dragons,blood,,incense
25,193,2017,10,25,25,1,25,25,50,0.21,,,,dragons,blood,,incense
360,194,2017,2,144,72,2,72,72,1656,0.21,,,,incense,,,
216,194,2017,3,360,90,4,144,72,144,0.21,,,,incense,,,
360,194,2017,4,216,108,2,144,72,360,0.21,,,,incense,,,
72,194,2017,5,360,120,3,216,72,216,0.21,,,,incense,,,
216,194,2017,6,72,72,1,72,72,360,0.21,,,,incense,,,
504,194,2017,7,216,216,1,216,216,72,0.21,,,,incense,,,
216,194,2017,9,504,126,4,144,72,216,0.21,,,,incense,,,
216,194,2017,10,216,72,3,72,72,504,0.21,,,,incense,,,
36,195,2017,1,6,6,1,6,6,43,1.25,,,,incense,,,cones
1,195,2017,2,36,36,1,36,36,6,1.25,,,,incense,,,cones
6,195,2017,5,1,1,1,1,1,36,1.25,,,,incense,,,cones
2,195,2017,6,6,6,1,6,6,1,1.25,,,,incense,,,cones
6,195,2017,7,2,2,1,2,2,6,1.25,,,,incense,,,cones
9,195,2017,10,6,6,1,6,6,2,1.25,,,,incense,,,cones
2,196,2017,2,2,1,2,1,1,8,1.25,,,,incense,,,cones
2,196,2017,3,2,1,2,1,1,2,1.25,,,,incense,,,cones
6,196,2017,5,2,1,2,1,1,2,1.25,,,,incense,,,cones
9,196,2017,6,6,6,1,6,6,2,1.25,,,,incense,,,cones
3,197,2017,1,7,3,2,6,1,54,0.38,,,,incense,,,
11,197,2017,2,3,3,1,3,3,7,0.38,,,,incense,,,
26,197,2017,3,11,3,3,6,2,3,0.38,,,,incense,,,
71,197,2017,4,26,8,3,12,2,11,0.38,,,,incense,,,
6,198,2017,1,115,28,4,72,1,211,0.38,,,,incense,,,
125,198,2017,2,6,6,1,6,6,115,0.38,,,,incense,,,
257,198,2017,3,125,25,5,42,2,6,0.38,,,,incense,,,
38,198,2017,4,257,64,4,146,36,125,0.38,,,,incense,,,
235,198,2017,5,38,19,2,36,2,257,0.38,,,,incense,,,
226,198,2017,6,235,33,7,108,1,38,0.38,,,,incense,,,
182,198,2017,7,226,32,7,72,2,235,0.38,,,,incense,,,
71,198,2017,8,182,30,6,72,6,226,0.38,,,,incense,,,
207,198,2017,9,71,23,3,36,6,182,0.38,,,,incense,,,
177,198,2017,10,207,25,8,42,3,71,0.38,,,,incense,,,
72,199,2017,1,197,49,4,96,5,1728,0.17,,,,laquered,incense,,holders
12,199,2017,2,72,36,2,48,24,197,0.17,,,,laquered,incense,,holders
144,199,2017,3,12,12,1,12,12,72,0.17,,,,laquered,incense,,holders
72,199,2017,4,144,72,2,96,48,12,0.17,,,,laquered,incense,,holders
291,199,2017,5,72,36,2,48,24,144,0.17,,,,laquered,incense,,holders
19,200,2017,1,6,6,1,6,6,34,2.55,,,fairy-flower,drawer,,,liners
7,200,2017,2,19,6,3,12,1,6,2.55,,,fairy-flower,drawer,,,liners
15,200,2017,3,7,3,2,6,1,19,2.55,,,fairy-flower,drawer,,,liners
9,200,2017,4,15,3,5,6,2,7,2.55,,,fairy-flower,drawer,,,liners
15,200,2017,5,9,4,2,6,3,15,2.55,,,fairy-flower,drawer,,,liners
4,200,2017,6,15,3,4,6,1,9,2.55,,,fairy-flower,drawer,,,liners
16,200,2017,8,4,4,1,4,4,15,2.55,,,fairy-flower,drawer,,,liners
25,200,2017,9,16,3,5,6,1,4,2.55,,,fairy-flower,drawer,,,liners
16,200,2017,10,25,4,6,6,2,16,2.55,,,fairy-flower,drawer,,,liners
54,201,2017,3,5,5,1,5,5,2,0.38,,,fairy-flower,incense,,,bouquet
5,202,2017,4,60,30,2,48,12,38,1.63,blue,,,gems,,,bag
82,202,2017,5,5,2,2,4,1,60,1.63,blue,,,gems,,,bag
122,202,2017,6,82,27,3,48,10,5,1.63,blue,,,gems,,,bag
79,202,2017,7,122,40,3,72,2,82,1.63,blue,,,gems,,,bag
4,202,2017,8,79,39,2,72,7,122,1.63,blue,,,gems,,,bag
36,202,2017,9,4,4,1,4,4,79,1.63,blue,,,gems,,,bag
1,202,2017,10,36,18,2,24,12,4,1.63,blue,,,gems,,,bag
5,203,2017,3,24,24,1,24,24,6,0.08,blue,,,stones,wire,,candle
48,203,2017,4,5,5,1,5,5,24,0.08,blue,,,stones,wire,,candle
48,203,2017,5,48,24,2,24,24,5,0.08,blue,,,stones,wire,,candle
24,203,2017,6,48,24,2,24,24,48,0.08,blue,,,stones,wire,,candle
6,203,2017,7,24,24,1,24,24,48,0.08,blue,,,stones,wire,,candle
134,203,2017,8,6,6,1,6,6,24,0.08,blue,,,stones,wire,,candle
13,203,2017,9,134,33,4,72,14,6,0.08,blue,,,stones,wire,,candle
96,203,2017,10,13,6,2,8,5,134,0.08,blue,,,stones,wire,,candle
2439,208,2017,1,24,24,1,24,24,69,0.06,,,,balm,,,envelope
24,208,2017,2,2439,609,4,2400,1,24,0.06,,,,balm,,,envelope
24,208,2017,3,24,24,1,24,24,2439,0.06,,,,balm,,,envelope
46,208,2017,4,24,24,1,24,24,24,0.06,,,,balm,,,envelope
24,208,2017,5,46,15,3,24,2,24,0.06,,,,balm,,,envelope
3206,208,2017,6,24,24,1,24,24,46,0.06,,,,balm,,,envelope
30,209,2017,3,5,5,1,5,5,13,1.25,blue-white,,,oil,,,burner
30,209,2017,4,30,15,2,24,6,5,1.25,blue-white,,,oil,,,burner
3,209,2017,5,30,10,3,12,6,30,1.25,blue-white,,,oil,,,burner
38,209,2017,6,3,3,1,3,3,30,1.25,blue-white,,,oil,,,burner
12,209,2017,7,38,9,4,12,2,3,1.25,blue-white,,,oil,,,burner
3,209,2017,9,12,12,1,12,12,38,1.25,blue-white,,,oil,,,burner
2,210,2017,3,2,2,1,2,2,1,2.55,light-pink,tall,,holder,,,
26,211,2017,1,66,33,2,60,6,63,2.55,light-white,tall,,holder,,,
58,211,2017,2,26,5,5,6,2,66,2.55,light-white,tall,,holder,,,
54,211,2017,3,58,8,7,12,4,26,2.55,light-white,tall,,holder,,,
297,211,2017,4,54,10,5,30,6,58,2.55,light-white,tall,,holder,,,
13,211,2017,5,297,99,3,294,1,54,2.55,light-white,tall,,holder,,,
9,211,2017,6,13,6,2,12,1,297,2.55,light-white,tall,,holder,,,
51,211,2017,7,9,3,3,6,1,13,2.55,light-white,tall,,holder,,,
2,211,2017,8,51,25,2,48,3,9,2.55,light-white,tall,,holder,,,
13,211,2017,9,2,2,1,2,2,51,2.55,light-white,tall,,holder,,,
21,211,2017,10,13,6,2,12,1,2,2.55,light-white,tall,,holder,,,
3,212,2017,1,48,6,7,18,1,111,2.95,,,butterfly,oil,,,burner
13,212,2017,2,3,1,2,2,1,48,2.95,,,butterfly,oil,,,burner
1,212,2017,3,13,6,2,12,1,3,2.95,,,butterfly,oil,,,burner
1,212,2017,5,1,1,1,1,1,13,2.95,,,butterfly,oil,,,burner
12,212,2017,6,1,1,1,1,1,1,2.95,,,butterfly,oil,,,burner
4,212,2017,7,12,2,5,5,1,1,2.95,,,butterfly,oil,,,burner
13,213,2017,1,4,1,3,2,1,5,0.75,blue,,polkadot,passport,,,cover
13,213,2017,2,13,6,2,12,1,4,0.75,blue,,polkadot,passport,,,cover
1,213,2017,3,13,6,2,12,1,13,0.75,blue,,polkadot,passport,,,cover
1,213,2017,4,1,1,1,1,1,13,0.75,blue,,polkadot,passport,,,cover
4,213,2017,5,1,1,1,1,1,1,0.75,blue,,polkadot,passport,,,cover
46,213,2017,6,4,2,2,3,1,1,0.75,blue,,polkadot,passport,,,cover
46,213,2017,7,46,11,4,20,1,4,0.75,blue,,polkadot,passport,,,cover
2,213,2017,8,46,15,3,20,6,46,0.75,blue,,polkadot,passport,,,cover
25,213,2017,9,2,2,1,2,2,46,0.75,blue,,polkadot,passport,,,cover
70,213,2017,10,25,6,4,20,1,2,0.75,blue,,polkadot,passport,,,cover
6,214,2017,1,1,1,1,1,1,50,0.75,,,,passport,,,cover
1,214,2017,2,6,6,1,6,6,1,0.75,,,,passport,,,cover
4,214,2017,4,1,1,1,1,1,6,0.75,,,,passport,,,cover
10,214,2017,5,4,1,4,1,1,1,0.75,,,,passport,,,cover
26,214,2017,6,10,3,3,6,1,4,0.75,,,,passport,,,cover
6,214,2017,7,26,8,3,20,1,10,0.75,,,,passport,,,cover
1,214,2017,8,6,6,1,6,6,26,0.75,,,,passport,,,cover
6,214,2017,9,1,1,1,1,1,6,0.75,,,,passport,,,cover
22,214,2017,10,6,1,4,3,1,1,0.75,,,,passport,,,cover
1,215,2017,1,4,1,3,2,1,8,2.1,,,first,passport,,,cover
8,215,2017,2,1,1,1,1,1,4,2.1,,,first,passport,,,cover
9,215,2017,4,8,4,2,6,2,1,2.1,,,first,passport,,,cover
12,215,2017,5,9,4,2,6,3,8,2.1,,,first,passport,,,cover
7,215,2017,6,12,4,3,6,1,9,2.1,,,first,passport,,,cover
2,215,2017,8,7,3,2,5,2,12,2.1,,,first,passport,,,cover
3,215,2017,9,2,2,1,2,2,7,2.1,,,first,passport,,,cover
12,215,2017,10,3,1,3,1,1,2,2.1,,,first,passport,,,cover
5,216,2017,1,4,1,3,2,1,2,2.1,,,queen,skies,passport,,cover
8,216,2017,2,5,2,2,3,2,4,2.1,,,queen,skies,passport,,cover
5,216,2017,4,8,4,2,6,2,5,2.1,,,queen,skies,passport,,cover
19,216,2017,5,5,1,3,3,1,8,2.1,,,queen,skies,passport,,cover
2,216,2017,6,19,6,3,12,1,5,2.1,,,queen,skies,passport,,cover
6,216,2017,7,2,1,2,1,1,19,2.1,,,queen,skies,passport,,cover
2,216,2017,8,6,3,2,4,2,2,2.1,,,queen,skies,passport,,cover
4,216,2017,9,2,2,1,2,2,6,2.1,,,queen,skies,passport,,cover
10,216,2017,10,4,4,1,4,4,2,2.1,,,queen,skies,passport,,cover
7,217,2017,1,33,11,3,26,1,48,4.13,,,tropical,passport,,,cover
12,217,2017,2,7,3,2,6,1,33,4.13,,,tropical,passport,,,cover
6,217,2017,3,12,12,1,12,12,7,4.13,,,tropical,passport,,,cover
2,217,2017,4,6,6,1,6,6,12,4.13,,,tropical,passport,,,cover
19,217,2017,5,2,2,1,2,2,6,4.13,,,tropical,passport,,,cover
6,217,2017,6,19,4,4,6,1,2,4.13,,,tropical,passport,,,cover
1,217,2017,7,6,6,1,6,6,19,4.13,,,tropical,passport,,,cover
3,217,2017,9,1,1,1,1,1,6,4.13,,,tropical,passport,,,cover
5,217,2017,10,3,1,2,2,1,1,4.13,,,tropical,passport,,,cover
3,218,2017,1,35,11,3,26,3,51,2.1,,,vip,passport,,,cover
6,218,2017,2,3,3,1,3,3,35,2.1,,,vip,passport,,,cover
15,218,2017,3,6,6,1,6,6,3,2.1,,,vip,passport,,,cover
8,218,2017,4,15,5,3,7,2,6,2.1,,,vip,passport,,,cover
10,218,2017,5,8,2,4,3,1,15,2.1,,,vip,passport,,,cover
5,218,2017,6,10,3,3,6,1,8,2.1,,,vip,passport,,,cover
10,218,2017,7,5,2,2,4,1,10,2.1,,,vip,passport,,,cover
2,218,2017,8,10,10,1,10,10,5,2.1,,,vip,passport,,,cover
1,218,2017,9,2,2,1,2,2,10,2.1,,,vip,passport,,,cover
17,218,2017,10,1,1,1,1,1,2,2.1,,,vip,passport,,,cover
12,219,2017,1,3,1,3,1,1,2,1.25,blue,,polkadot,luggage,,,tag
17,219,2017,2,12,12,1,12,12,3,1.25,blue,,polkadot,luggage,,,tag
14,219,2017,3,17,5,3,12,2,12,1.25,blue,,polkadot,luggage,,,tag
5,219,2017,5,14,14,1,14,14,17,1.25,blue,,polkadot,luggage,,,tag
13,219,2017,6,5,1,3,3,1,14,1.25,blue,,polkadot,luggage,,,tag
28,219,2017,7,13,6,2,12,1,5,1.25,blue,,polkadot,luggage,,,tag
3,219,2017,8,28,9,3,12,4,13,1.25,blue,,polkadot,luggage,,,tag
9,219,2017,9,3,1,2,2,1,28,1.25,blue,,polkadot,luggage,,,tag
43,219,2017,10,9,1,5,3,1,3,1.25,blue,,polkadot,luggage,,,tag
13,220,2017,6,7,3,2,6,1,12,2.46,,,,luggage,,,tag
13,221,2017,1,10,2,4,6,1,6,1.25,,,first,luggage,,,tag
12,221,2017,2,13,13,1,13,13,10,1.25,,,first,luggage,,,tag
12,221,2017,3,12,12,1,12,12,13,1.25,,,first,luggage,,,tag
